user_id,movie_id,action,adventure,animation,children,comedy,crime,documentary,drama,fantasy,film_noir,horror,imax,musical,mystery,romance,sci_fi,thriller,war,western,label
219,7116,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2.0
128,253,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,3.5
483,7396,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0
102,7181,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0
9,6888,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,4.5
418,913,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0
576,1525,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,3.0
413,7549,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
186,3633,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.5
424,1839,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.5
327,5190,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.0
97,8234,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4.5
516,681,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4.5
479,2895,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
561,6490,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4.0
552,4355,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5
109,2941,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0
29,793,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0
140,4345,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,3.0
561,2601,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4.0
595,9069,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.5
57,212,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
102,32,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0
221,927,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0
482,1673,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.0
596,1540,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,4.0
303,412,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.0
6,3569,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.0
413,4574,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
291,5722,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3.5
184,3137,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0
50,701,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2.0
344,356,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0
598,2113,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.5
291,2709,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0
431,2376,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,3.0
409,1229,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0
526,1933,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,4.0
49,8312,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5
379,7643,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.0
598,4909,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3.5
512,702,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,5.0
115,2037,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.5
273,4170,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,4.0
304,5252,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4.0
380,1492,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.5
335,43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4.5
13,510,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,4.0
553,681,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5.0
330,6195,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
494,8861,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5.0
9,6056,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2.5
413,3557,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,5.0
75,4842,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,3.0
576,79,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
42,580,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
304,6517,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0
417,5156,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5.0
79,8200,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4.0
609,6726,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.0
272,32,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0
286,4066,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.5
474,1575,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.0
273,131,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
602,1258,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,4.0
27,2028,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.5
83,127,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0
479,1946,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.5
499,890,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0
95,993,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.0
386,2386,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0
56,1756,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
297,1939,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.5
170,615,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.0
450,815,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4.0
14,5255,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.5
364,8482,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0
103,5293,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.5
524,3671,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4.0
41,1562,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4.0
559,5880,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.0
46,2871,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0
353,5869,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.5
390,954,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5.0
61,97,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4.5
273,4492,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4.0
412,3567,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5.0
455,592,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.0
473,1432,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0
155,2543,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.5
49,7552,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0
372,167,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,4.0
338,6059,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,3.5
418,278,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5.0
437,1208,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.5
304,8457,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.5
131,6011,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.5
379,7590,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5.0
18,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
390,2054,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.0
589,5197,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,4.0
576,334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3.0
482,696,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,4.0
287,922,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.0
609,7660,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.5
248,5927,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.5
461,3978,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.5
598,8034,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
605,3223,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
189,4170,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,5.0
297,6868,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0
28,922,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4.0
94,1063,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2.0
492,2246,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,4.0
7,97,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.0
50,4787,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4.0
65,607,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
609,3781,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,4.0
468,1173,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2.0
153,8021,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5.0
264,1266,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4.0
139,933,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
124,8528,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
63,4221,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5
5,298,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4.0
88,9435,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5
335,2224,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,4.5
65,4541,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4.5
379,8406,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0
418,2504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0
300,4153,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0
56,1550,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0
386,5648,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0
609,5211,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
117,897,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.0
364,7738,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
605,3312,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.5
355,793,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0
513,6708,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.5
437,2455,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.5
317,520,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,4.0
386,4780,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4.0
364,6726,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.5
63,3549,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,4.0
41,1026,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,3.0
281,920,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.0
571,934,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.0
508,6530,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.0
304,6293,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
181,2803,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
381,2975,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
293,1173,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2.0
60,1397,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3.0
379,7627,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,5.0
199,815,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4.0
386,3778,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,3.5
598,2224,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,5.0
83,412,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0
306,3485,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.5
602,257,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,5.0
605,4661,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
231,6447,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,3.5
274,2559,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
151,7163,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5
297,8519,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0
523,504,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
203,5623,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.5
246,659,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0
479,1724,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.5
196,474,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5.0
598,5938,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.5
197,1401,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2.0
172,275,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0
301,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0
346,395,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.0
521,418,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.5
104,2940,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
452,660,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5.0
118,7881,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.0
413,5250,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4.5
220,5702,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.5
413,781,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.0
317,5323,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0
231,5339,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
386,839,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0
331,1971,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,4.0
324,2687,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
139,1871,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0
43,1072,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4.0
465,6520,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
216,1474,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0
140,6613,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,3.5
596,1858,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
488,3834,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,2.0
287,5332,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4.0
333,314,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,4.0
186,43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4.0
67,4520,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0
331,4112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.5
304,6540,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3.5
176,184,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
304,964,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4.0
293,1707,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
27,6480,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1.5
176,5998,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
65,483,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3.5
321,2224,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,4.0
49,1444,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.5
201,164,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0
446,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0
473,4826,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,4.0
478,459,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.0
468,973,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.0
482,6613,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,3.0
473,5718,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
126,1438,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0
38,827,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,5.0
104,7797,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5
